user_id,gender,age,country,subscription_type,listening_time,songs_played_per_day,skip_rate,device_type,ads_listened_per_week,offline_listening,is_churned,Name,Favorite_Music,Password,JoinDate,ModifyDate,Grade
4805,Male,28,US,Student,256,84,0.21,Mobile,0,1,0,Sebastian V. Harris,R&B,Password123!,2020-10-15,2021-02-26,01
4806,Other,40,UK,Free,253,55,0.09,Web,25,0,0,Daniel Z. Davis,Trap,Password123!,2023-03-09,2023-07-20,01
4807,Female,33,CA,Free,27,66,0.4,Desktop,28,0,1,Oliver M. Hernandez,Jazz,Password123!,2019-10-17,2019-10-24,01
4808,Other,27,FR,Student,224,88,0.01,Mobile,0,1,0,John F. Clark,Country,Password123!,2018-08-18,2018-11-17,01
4809,Other,56,DE,Student,24,29,0.16,Web,0,1,0,Levi H. White,Indie,Password123!,2022-10-15,2023-03-17,01
4810,Male,26,US,Free,102,2,0.04,Desktop,19,0,0,Ethan Z. Robinson,Hip Hop,Password123!,2018-01-08,2018-01-15,01
4811,Female,54,FR,Premium,231,41,0.15,Mobile,0,1,0,David H. Sanchez,Blues,Password123!,2022-12-30,2023-06-03,01
4812,Female,32,AU,Family,275,95,0.1,Web,0,1,0,Daniel G. Miller,Rock,Password123!,2022-02-06,2022-03-05,01
4813,Female,26,PK,Free,70,7,0.5,Desktop,30,0,0,Daniel L. Lopez,K-Pop,Password123!,2021-12-22,2022-04-19,01
4814,Male,45,AU,Free,247,79,0.06,Web,13,0,0,Levi D. Ramirez,Techno,Password123!,2020-10-30,2021-11-08,01
4815,Female,58,CA,Free,290,49,0.14,Mobile,44,0,1,Elijah L. White,Hip Hop,Password123!,2020-06-24,2020-12-27,01
4816,Male,32,PK,Family,50,80,0.07,Desktop,0,1,0,Theo H. Martinez,K-Pop,Password123!,2022-01-13,2022-03-20,01
4817,Male,40,FR,Family,50,39,0.2,Mobile,0,1,0,Mateo S. Garcia,Techno,Password123!,2022-04-14,2022-08-11,01
4818,Other,44,DE,Student,254,33,0.04,Web,0,1,1,Michael T. Jones,Latin,Password123!,2021-04-15,2021-05-07,01
4819,Male,17,UK,Student,166,53,0.32,Desktop,0,1,0,Benjamin S. Thompson,Soul,Password123!,2022-07-10,2023-05-29,01
4820,Other,29,CA,Free,262,28,0.4,Desktop,9,0,0,Elijah X. Taylor,Jazz,Password123!,2018-09-15,2019-06-15,01
4821,Female,47,FR,Premium,208,48,0.38,Mobile,0,1,1,Joseph I. Miller,EDM,Password123!,2022-08-05,2023-09-09,01
4822,Female,24,UK,Family,36,47,0.08,Desktop,0,1,0,Liam K. Martin,Classical,Password123!,2021-01-01,2021-06-18,01
4823,Male,59,AU,Student,207,9,0.06,Mobile,0,1,0,Theo V. Williams,Alternative,Password123!,2023-04-06,2023-11-15,01
4824,Other,21,CA,Free,281,84,0.34,Mobile,5,0,0,Alexander X. Ramirez,Soul,Password123!,2022-06-12,2022-06-18,01
4825,Female,17,FR,Student,50,19,0.32,Desktop,0,1,0,Mateo L. Martin,Jazz,Password123!,2019-07-22,2020-01-11,01
4826,Male,42,UK,Student,80,71,0.34,Desktop,0,1,1,Wyatt F. Ramirez,Hip Hop,Password123!,2021-01-14,2021-02-08,01
4827,Female,24,IN,Premium,17,88,0.0,Desktop,0,1,0,Levi W. Thompson,Blues,Password123!,2018-07-15,2019-08-03,01
4828,Male,28,PK,Family,267,64,0.02,Desktop,0,1,1,Samuel U. Jackson,R&B,Password123!,2023-09-17,2024-04-04,01
4829,Female,26,FR,Family,126,41,0.2,Mobile,0,1,0,Benjamin A. Ramirez,Alternative,Password123!,2018-06-10,2019-06-24,01
4830,Male,50,IN,Free,53,5,0.36,Mobile,11,0,1,Henry X. Moore,Techno,Password123!,2018-02-04,2018-10-26,01
4831,Male,21,US,Free,113,70,0.07,Web,9,0,0,Jacob R. Anderson,Techno,Password123!,2023-03-12,2024-04-05,01
4832,Other,51,PK,Student,165,43,0.39,Web,0,1,1,Mateo X. Miller,R&B,Password123!,2022-04-28,2023-01-06,01
4833,Male,30,AU,Premium,43,99,0.51,Web,0,1,0,Jacob S. Taylor,Soul,Password123!,2020-07-14,2020-09-27,01
4834,Other,48,US,Family,243,65,0.23,Web,0,1,0,Caleb Q. Lewis,R&B,Password123!,2018-10-31,2018-12-28,01
4835,Female,19,UK,Premium,192,79,0.22,Web,0,1,0,Noah Y. Harris,Country,Password123!,2022-10-14,2023-01-14,01
4836,Other,53,AU,Student,151,22,0.54,Mobile,0,1,1,Jacob F. Robinson,Indie,Password123!,2022-11-02,2023-08-10,01
4837,Male,30,UK,Family,23,55,0.12,Mobile,0,1,0,Joseph I. White,Trap,Password123!,2023-04-01,2023-10-16,01
4838,Female,16,FR,Family,188,95,0.25,Desktop,0,1,0,Ethan N. Moore,Classical,Password123!,2024-03-26,2024-04-04,01
4839,Male,39,FR,Premium,125,43,0.42,Mobile,0,1,1,Sebastian P. Perez,Country,Password123!,2023-04-08,2023-06-18,01
4840,Other,51,AU,Premium,264,94,0.49,Mobile,0,1,1,Henry L. Thompson,Metal,Password123!,2024-04-28,2025-05-18,01
4841,Male,33,CA,Free,253,67,0.54,Mobile,34,0,0,Isaac F. Hernandez,Indie,Password123!,2022-09-14,2023-02-02,01
4842,Male,34,FR,Student,48,87,0.04,Web,0,1,0,Samuel J. Martin,Indie,Password123!,2019-11-11,2019-12-09,01
4843,Male,41,CA,Family,17,95,0.23,Mobile,0,1,0,Samuel C. Robinson,Techno,Password123!,2022-03-14,2023-03-31,01
4844,Other,57,US,Student,76,92,0.51,Mobile,0,1,0,Jackson G. Harris,Rock,Password123!,2019-06-13,2020-04-15,01
4845,Male,24,AU,Free,239,37,0.27,Desktop,36,0,1,William R. Anderson,Indie,Password123!,2019-10-02,2020-07-22,01
4846,Male,24,IN,Premium,98,36,0.29,Desktop,0,1,0,Sebastian F. Hernandez,EDM,Password123!,2018-04-09,2018-08-28,01
4847,Other,26,AU,Free,229,61,0.29,Desktop,15,0,0,Samuel H. Ramirez,Trap,Password123!,2021-09-29,2022-06-21,01
4848,Other,17,DE,Family,296,80,0.02,Mobile,0,1,0,Michael P. Martinez,Country,Password123!,2023-02-27,2023-03-16,01
4849,Female,26,CA,Family,235,51,0.08,Mobile,0,1,0,Nathan E. Lopez,Reggae,Password123!,2019-03-27,2020-04-08,01
4850,Male,45,IN,Premium,49,96,0.14,Desktop,0,1,1,Theo D. Taylor,House,Password123!,2019-08-12,2019-08-28,01
4851,Female,49,IN,Student,221,82,0.59,Mobile,0,1,1,Mateo R. Ramirez,Classical,Password123!,2019-06-26,2020-07-24,01
4852,Male,48,DE,Family,103,80,0.24,Desktop,0,1,0,Nathan O. Miller,Trap,Password123!,2022-08-08,2023-03-04,01
4853,Male,18,DE,Premium,72,11,0.46,Web,0,1,1,Sebastian V. Anderson,Classical,Password123!,2019-09-05,2020-01-05,01
4854,Other,23,IN,Free,256,3,0.38,Mobile,11,0,0,Jackson R. Martin,EDM,Password123!,2020-12-30,2021-03-10,01
4855,Female,45,IN,Family,18,79,0.3,Mobile,0,1,0,Logan L. Clark,Indie,Password123!,2024-02-27,2024-07-16,01
4856,Other,58,IN,Student,204,98,0.09,Web,0,1,0,James S. Ramirez,Jazz,Password123!,2020-07-18,2021-07-10,01
4857,Male,28,CA,Premium,22,59,0.22,Web,0,1,0,Owen H. Perez,Techno,Password123!,2023-08-01,2024-01-23,01
4858,Male,48,UK,Family,68,35,0.29,Web,0,1,0,Wyatt N. Thomas,Indie,Password123!,2021-03-27,2021-12-20,01
4859,Male,18,US,Student,23,58,0.5,Desktop,0,1,0,Jacob S. Moore,Rock,Password123!,2021-09-03,2022-09-03,01
4860,Male,47,UK,Free,75,72,0.0,Desktop,38,0,0,Logan P. Martin,K-Pop,Password123!,2024-10-23,2025-01-14,01
4861,Female,48,PK,Family,131,45,0.29,Web,0,1,0,Henry X. Jackson,Soul,Password123!,2019-12-27,2020-08-16,01
4862,Male,22,US,Student,42,78,0.26,Web,0,1,0,Daniel Z. Wilson,Folk,Password123!,2022-10-18,2022-11-12,01
4863,Male,38,AU,Premium,96,90,0.07,Desktop,0,1,0,Samuel V. Lopez,House,Password123!,2019-10-21,2020-03-07,01
4864,Male,24,US,Free,114,88,0.35,Mobile,33,0,0,Jackson V. Williams,Techno,Password123!,2022-05-23,2022-11-01,01
4865,Female,26,PK,Student,12,97,0.14,Web,0,1,1,Mateo J. Harris,Country,Password123!,2019-12-15,2020-07-19,01
4866,Other,40,US,Premium,295,82,0.41,Web,0,1,1,John L. Johnson,Metal,Password123!,2020-04-11,2020-06-23,01
4867,Male,53,UK,Family,79,25,0.39,Desktop,0,1,0,Liam J. Robinson,Pop,Password123!,2020-04-05,2021-05-10,01
4868,Male,21,UK,Free,41,32,0.46,Desktop,44,0,0,Jackson C. Lee,Rock,Password123!,2022-05-27,2022-10-30,01
4869,Male,39,US,Family,273,10,0.53,Web,0,1,0,Liam Z. Wilson,Techno,Password123!,2024-04-10,2024-12-04,01
4870,Female,52,PK,Family,241,20,0.0,Mobile,0,1,0,Oliver V. Smith,Techno,Password123!,2020-09-12,2020-10-23,01
4871,Other,40,UK,Family,242,18,0.37,Desktop,0,1,0,Mateo F. Ramirez,Soul,Password123!,2020-06-27,2020-08-27,01
4872,Other,52,PK,Free,149,6,0.39,Web,47,0,0,Elijah I. Harris,Folk,Password123!,2024-10-05,2025-07-22,01
4873,Other,17,CA,Family,232,88,0.22,Desktop,0,1,1,Mateo T. Smith,Blues,Password123!,2020-11-16,2021-03-03,01
4874,Other,19,CA,Family,286,67,0.16,Desktop,0,1,0,David N. Clark,Soul,Password123!,2019-05-20,2020-04-10,01
4875,Female,16,CA,Family,12,98,0.22,Desktop,0,1,0,Elijah Y. Hernandez,Classical,Password123!,2019-03-09,2019-05-12,01
4876,Other,46,US,Family,231,72,0.25,Desktop,0,1,0,Liam W. White,Pop,Password123!,2024-01-22,2024-06-22,01
4877,Female,29,US,Free,49,30,0.34,Desktop,10,0,0,Benjamin P. Perez,Hip Hop,Password123!,2020-11-10,2021-07-24,01
4878,Female,26,AU,Premium,237,33,0.16,Mobile,0,1,0,David L. Sanchez,Soul,Password123!,2020-11-21,2021-07-07,01
4879,Male,27,IN,Student,284,76,0.41,Mobile,0,1,1,Sebastian Y. Johnson,Folk,Password123!,2021-11-13,2021-11-20,01
4880,Other,57,CA,Premium,109,69,0.3,Mobile,0,1,0,Michael R. Gonzalez,K-Pop,Password123!,2024-04-01,2025-02-13,01
4881,Female,20,AU,Premium,156,49,0.36,Web,0,1,0,Mateo R. Hernandez,Metal,Password123!,2020-03-19,2020-05-30,01
4882,Male,36,DE,Student,123,62,0.05,Web,0,1,1,Owen J. Sanchez,Jazz,Password123!,2018-08-03,2019-01-08,01
4883,Other,32,IN,Premium,87,48,0.07,Web,0,1,0,Elijah C. Anderson,Classical,Password123!,2022-05-09,2023-04-07,01
4884,Male,47,PK,Family,59,53,0.37,Web,0,1,0,William I. Martin,Metal,Password123!,2021-07-01,2022-01-26,01
4885,Male,25,UK,Student,170,97,0.31,Desktop,0,1,0,Sebastian I. Wilson,Pop,Password123!,2021-03-21,2021-11-09,01
4886,Female,36,US,Family,190,49,0.15,Desktop,0,1,0,Logan N. Lopez,Metal,Password123!,2018-05-29,2019-03-29,01
4887,Male,22,DE,Free,170,10,0.19,Web,16,0,0,Noah W. Jackson,Indie,Password123!,2019-01-28,2019-11-28,01
4888,Other,58,PK,Student,71,11,0.58,Web,0,1,0,Caleb F. Sanchez,Metal,Password123!,2022-02-06,2022-11-13,01
4889,Male,50,IN,Premium,213,16,0.49,Mobile,0,1,0,Jackson Q. Miller,Blues,Password123!,2019-10-21,2020-09-01,01
4890,Female,20,AU,Premium,115,74,0.12,Desktop,0,1,0,Caleb A. Johnson,House,Password123!,2018-07-09,2019-07-14,01
4891,Male,20,UK,Premium,99,58,0.17,Desktop,0,1,1,Mason X. Brown,Soul,Password123!,2023-05-18,2023-10-03,01
4892,Male,53,CA,Premium,14,47,0.08,Desktop,0,1,0,Jackson X. Gonzalez,EDM,Password123!,2021-12-16,2022-01-02,01
4893,Female,22,US,Student,211,19,0.24,Mobile,0,1,1,David W. Jones,Folk,Password123!,2021-03-15,2022-01-18,01
4894,Other,58,FR,Premium,17,17,0.21,Mobile,0,1,1,Jackson Y. Smith,K-Pop,Password123!,2024-04-24,2025-05-07,01
4895,Male,28,US,Family,122,36,0.04,Web,0,1,1,Nathan D. Jones,Hip Hop,Password123!,2024-08-14,2025-09-05,01
4896,Female,37,PK,Student,263,20,0.3,Mobile,0,1,1,Henry P. Robinson,Soul,Password123!,2022-07-16,2023-03-22,01
4897,Male,57,PK,Student,162,41,0.56,Mobile,0,1,0,Noah R. Hernandez,Folk,Password123!,2024-11-27,2025-08-21,01
4898,Male,29,PK,Free,81,90,0.29,Desktop,8,0,0,Levi S. Anderson,Techno,Password123!,2024-05-04,2024-07-25,01
4899,Female,32,DE,Free,223,31,0.01,Desktop,40,0,0,Logan N. Jackson,K-Pop,Password123!,2024-06-15,2024-06-23,01
4900,Male,37,FR,Family,209,37,0.02,Mobile,0,1,0,Levi V. Lopez,Alternative,Password123!,2022-07-01,2022-08-15,01
4901,Other,17,IN,Family,90,1,0.07,Desktop,0,1,0,Joseph C. Rodriguez,Pop,Password123!,2018-10-06,2019-05-06,01
4902,Other,35,UK,Student,162,61,0.13,Desktop,0,1,1,Jacob S. Miller,K-Pop,Password123!,2023-08-05,2024-03-10,01
4903,Female,52,IN,Family,117,42,0.06,Desktop,0,1,0,Joseph S. Johnson,Country,Password123!,2024-03-06,2024-07-21,01
4904,Male,50,US,Premium,191,46,0.28,Web,0,1,0,Lucas Z. White,Rock,Password123!,2020-09-10,2021-03-11,01
4905,Male,23,FR,Family,215,98,0.21,Desktop,0,1,0,Liam L. Martinez,K-Pop,Password123!,2021-09-16,2022-02-21,01
4906,Female,50,FR,Free,239,76,0.3,Web,11,0,0,Theo W. Moore,Blues,Password123!,2024-06-27,2024-11-07,01
4907,Male,51,AU,Free,37,87,0.44,Web,48,0,0,Logan Y. White,Metal,Password123!,2018-04-14,2018-07-20,01
4908,Female,59,US,Family,179,54,0.17,Desktop,0,1,0,Michael K. Hernandez,Techno,Password123!,2020-06-03,2021-05-16,01
4909,Other,39,DE,Student,215,48,0.07,Desktop,0,1,1,Benjamin X. Perez,Classical,Password123!,2021-08-30,2021-10-08,01
4910,Female,39,US,Student,255,8,0.42,Mobile,0,1,0,Oliver Y. Sanchez,Pop,Password123!,2022-10-04,2022-10-27,01
4911,Male,37,FR,Premium,94,76,0.58,Web,0,1,0,Wyatt I. Martinez,Folk,Password123!,2021-07-31,2022-03-20,01
4912,Other,42,AU,Premium,280,84,0.56,Mobile,0,1,1,Sebastian X. Ramirez,Country,Password123!,2018-04-09,2019-03-08,01
4913,Other,57,FR,Free,186,30,0.03,Web,49,0,1,Henry S. Gonzalez,Pop,Password123!,2022-10-21,2023-08-24,01
4914,Male,16,DE,Premium,66,39,0.15,Desktop,0,1,0,Liam R. Garcia,Country,Password123!,2021-01-27,2021-05-29,01
4915,Female,52,CA,Family,232,22,0.51,Desktop,0,1,1,Caleb C. Johnson,Hip Hop,Password123!,2020-06-18,2021-05-18,01
4916,Other,41,CA,Free,246,25,0.29,Mobile,21,0,0,Logan F. Garcia,Hip Hop,Password123!,2018-09-21,2019-09-07,01
4917,Male,19,IN,Free,67,9,0.43,Mobile,10,0,1,David L. Ramirez,Classical,Password123!,2023-06-01,2024-02-29,01
4918,Male,58,AU,Premium,269,67,0.58,Web,0,1,0,Logan S. Rodriguez,Folk,Password123!,2018-08-14,2018-10-16,01
4919,Male,21,UK,Free,235,9,0.3,Desktop,15,0,1,Elijah P. Miller,Folk,Password123!,2019-06-16,2020-04-15,01
4920,Other,45,CA,Family,99,96,0.47,Mobile,0,1,1,Daniel Q. Harris,R&B,Password123!,2020-03-23,2020-12-09,01
4921,Male,42,IN,Family,281,69,0.08,Desktop,0,1,0,Samuel C. Thomas,Country,Password123!,2018-08-31,2018-11-03,01
4922,Female,20,PK,Free,95,67,0.25,Mobile,17,0,0,Noah P. Martinez,House,Password123!,2024-01-10,2024-07-08,01
4923,Female,33,US,Premium,105,30,0.43,Desktop,0,1,1,Liam E. Smith,Reggae,Password123!,2019-07-05,2019-09-27,01
4924,Other,42,AU,Family,241,69,0.34,Web,0,1,0,Michael T. Davis,Folk,Password123!,2020-04-14,2020-06-08,01
4925,Male,49,AU,Student,265,31,0.56,Desktop,0,1,0,Michael F. White,Trap,Password123!,2023-03-28,2023-07-29,01
4926,Male,40,US,Free,30,4,0.16,Desktop,16,0,0,Caleb R. Thomas,House,Password123!,2020-04-27,2021-05-19,01
4927,Female,44,CA,Student,77,52,0.01,Desktop,0,1,0,James Z. Wilson,R&B,Password123!,2018-04-22,2019-01-10,01
4928,Other,28,AU,Student,115,22,0.48,Desktop,0,1,1,Sebastian Z. Rodriguez,EDM,Password123!,2024-04-07,2025-05-05,01
4929,Other,48,IN,Premium,205,51,0.19,Mobile,0,1,1,Oliver O. Perez,Rock,Password123!,2019-01-13,2019-01-27,01
4930,Female,35,UK,Family,199,33,0.59,Mobile,0,1,0,James W. Garcia,EDM,Password123!,2019-06-27,2020-04-21,01
4931,Other,54,DE,Family,200,48,0.34,Mobile,0,1,0,Noah I. Thomas,R&B,Password123!,2020-08-23,2020-08-25,01
4932,Male,38,IN,Premium,210,4,0.41,Web,0,1,0,David F. Jackson,K-Pop,Password123!,2023-01-26,2023-08-24,01
4933,Female,47,US,Free,139,31,0.05,Mobile,44,0,1,Sebastian I. Perez,Reggae,Password123!,2022-09-21,2023-07-05,01
4934,Male,59,PK,Family,248,4,0.5,Desktop,0,1,0,Owen W. Anderson,Hip Hop,Password123!,2023-08-23,2023-11-04,01
4935,Other,55,FR,Free,41,5,0.48,Desktop,25,0,0,Samuel Z. Robinson,Alternative,Password123!,2018-03-21,2018-10-10,01
4936,Other,49,FR,Student,201,39,0.12,Web,0,1,0,Benjamin B. Thomas,Blues,Password123!,2019-09-28,2020-03-19,01
4937,Female,35,US,Free,47,94,0.0,Web,27,0,0,Nathan X. Taylor,Hip Hop,Password123!,2022-02-20,2023-03-21,01
4938,Male,53,DE,Free,39,37,0.17,Web,29,0,1,Liam U. Sanchez,Soul,Password123!,2019-10-12,2019-11-23,01
4939,Other,32,DE,Free,172,50,0.58,Mobile,10,0,0,Elijah Y. Williams,Indie,Password123!,2019-11-15,2020-04-27,01
4940,Female,50,DE,Student,233,85,0.02,Desktop,0,1,0,Alexander V. Williams,Classical,Password123!,2019-01-15,2020-01-18,01
4941,Other,41,PK,Family,284,16,0.35,Web,0,1,0,Mateo I. Harris,Metal,Password123!,2019-05-08,2019-08-13,01
4942,Female,24,UK,Premium,205,86,0.08,Mobile,0,1,0,Michael Z. Martin,Trap,Password123!,2021-01-01,2021-03-10,01
4943,Other,46,IN,Family,260,31,0.49,Web,0,1,0,Elijah B. Miller,K-Pop,Password123!,2019-08-10,2019-10-20,01
4944,Other,42,FR,Premium,14,20,0.16,Desktop,0,1,0,Sebastian V. Smith,Classical,Password123!,2020-06-10,2020-12-06,01
4945,Male,23,FR,Family,190,83,0.41,Desktop,0,1,1,Liam J. Lee,Jazz,Password123!,2019-03-18,2020-03-19,01
4946,Male,42,AU,Student,189,39,0.07,Web,0,1,0,Michael W. Sanchez,EDM,Password123!,2019-07-21,2020-07-15,01
4947,Male,36,IN,Family,193,57,0.34,Mobile,0,1,0,Sebastian Y. Jackson,R&B,Password123!,2022-08-30,2022-11-02,01
4948,Other,31,US,Free,145,62,0.04,Desktop,30,0,1,Benjamin D. Thompson,Latin,Password123!,2024-11-23,2025-01-28,01
4949,Female,41,FR,Free,92,55,0.56,Mobile,8,0,1,Wyatt D. Martin,Blues,Password123!,2023-06-16,2024-03-10,01
4950,Female,44,UK,Family,248,45,0.02,Web,0,1,0,Logan T. Smith,Techno,Password123!,2021-02-21,2022-02-05,01
4951,Male,50,CA,Family,238,70,0.42,Mobile,0,1,0,Wyatt S. Garcia,Alternative,Password123!,2024-02-14,2025-02-22,01
4952,Other,54,PK,Family,74,33,0.09,Web,0,1,1,John C. Perez,Hip Hop,Password123!,2020-09-20,2021-03-16,01
4953,Male,38,AU,Student,264,71,0.27,Desktop,0,1,0,David Q. Jackson,Alternative,Password123!,2019-10-03,2020-04-01,01
4954,Female,57,UK,Premium,288,99,0.31,Desktop,0,1,1,Isaac R. Taylor,K-Pop,Password123!,2021-01-15,2021-09-10,01
4955,Female,57,AU,Family,83,40,0.51,Web,0,1,0,Daniel Q. Clark,Indie,Password123!,2018-03-20,2018-08-26,01
4956,Male,22,UK,Student,65,64,0.15,Desktop,0,1,0,Nathan R. Williams,Rock,Password123!,2024-12-31,2025-01-08,01
4957,Other,18,AU,Free,194,68,0.57,Web,38,0,0,Noah Z. Jones,Reggae,Password123!,2018-03-15,2018-12-15,01
4958,Male,19,IN,Family,83,85,0.45,Desktop,0,1,0,David E. Jackson,EDM,Password123!,2024-01-27,2024-07-11,01
4959,Female,20,PK,Premium,153,92,0.3,Mobile,0,1,1,Nathan S. Moore,Latin,Password123!,2023-01-27,2023-12-12,01
4960,Other,38,UK,Premium,67,68,0.32,Mobile,0,1,0,William P. Sanchez,Hip Hop,Password123!,2019-07-07,2020-07-06,01
4961,Female,54,US,Free,142,46,0.35,Web,28,0,0,Caleb H. Harris,Trap,Password123!,2022-03-01,2023-02-18,01
4962,Male,23,CA,Family,248,89,0.24,Desktop,0,1,1,James V. Gonzalez,Hip Hop,Password123!,2019-07-04,2020-06-02,01
4963,Female,49,US,Family,139,39,0.01,Mobile,0,1,1,Lucas Z. Martin,Reggae,Password123!,2019-09-04,2020-02-04,01
4964,Other,56,PK,Premium,29,21,0.18,Web,0,1,1,Caleb W. Robinson,House,Password123!,2020-01-11,2020-06-22,01
4965,Male,39,US,Premium,144,70,0.35,Web,0,1,0,Mason A. Wilson,Metal,Password123!,2021-10-22,2022-07-06,01
4966,Male,57,DE,Family,172,56,0.47,Web,0,1,0,Oliver K. Taylor,Folk,Password123!,2023-11-26,2024-02-19,01
4967,Male,54,IN,Student,65,4,0.35,Desktop,0,1,1,Jacob Y. Hernandez,Alternative,Password123!,2023-05-06,2023-11-14,01
4968,Other,40,AU,Premium,31,34,0.29,Desktop,0,1,0,Ethan L. Johnson,K-Pop,Password123!,2022-05-26,2022-11-29,01
4969,Male,22,AU,Premium,293,98,0.35,Web,0,1,1,Ethan O. Moore,Jazz,Password123!,2022-05-13,2022-05-17,01
4970,Female,30,US,Premium,77,56,0.29,Web,0,1,1,Levi E. Robinson,EDM,Password123!,2022-04-08,2022-07-04,01
4971,Other,23,UK,Free,43,75,0.58,Desktop,16,0,0,Samuel G. Lopez,Metal,Password123!,2019-10-14,2020-04-04,01
4972,Female,58,US,Student,147,81,0.1,Mobile,0,1,0,John W. Moore,R&B,Password123!,2019-06-06,2020-06-28,01
4973,Female,47,AU,Student,250,75,0.03,Mobile,0,1,0,Liam L. Clark,Classical,Password123!,2021-09-28,2022-07-09,01
4974,Other,44,IN,Family,105,49,0.0,Desktop,0,1,0,Mateo A. Martinez,Latin,Password123!,2022-04-28,2022-06-01,01
4975,Male,56,US,Student,231,4,0.56,Web,0,1,0,Isaac I. Garcia,Metal,Password123!,2018-10-14,2019-08-27,01
4976,Female,56,IN,Premium,285,96,0.2,Mobile,0,1,0,Mason E. Thompson,Latin,Password123!,2024-10-21,2024-12-28,01
4977,Male,21,DE,Student,108,61,0.44,Mobile,0,1,0,Sebastian L. Harris,Soul,Password123!,2018-07-16,2019-02-17,01
4978,Female,17,US,Family,150,68,0.07,Mobile,0,1,1,Ethan Y. White,Hip Hop,Password123!,2022-08-13,2023-03-03,01
4979,Female,54,US,Student,105,78,0.11,Mobile,0,1,0,Daniel K. Martin,Alternative,Password123!,2022-03-15,2022-08-09,01
4980,Female,50,US,Family,263,13,0.12,Web,0,1,0,Sebastian W. Robinson,Reggae,Password123!,2020-09-07,2021-02-26,01
4981,Male,17,UK,Free,78,2,0.32,Web,9,0,0,Samuel N. Taylor,Trap,Password123!,2022-01-25,2023-01-13,01
4982,Male,20,PK,Premium,200,52,0.46,Desktop,0,1,1,James L. Garcia,Techno,Password123!,2018-12-27,2019-02-03,01
4983,Male,44,FR,Student,218,16,0.26,Web,0,1,0,Samuel U. Miller,R&B,Password123!,2019-02-03,2019-09-04,01
4984,Female,27,FR,Student,22,58,0.33,Mobile,0,1,0,Elijah R. Martinez,Soul,Password123!,2019-06-27,2020-01-28,01
4985,Other,44,CA,Family,67,34,0.4,Web,0,1,1,Ethan N. Harris,EDM,Password123!,2024-04-17,2025-02-12,01
4986,Other,40,AU,Family,12,93,0.19,Web,0,1,0,Benjamin P. Miller,Hip Hop,Password123!,2021-05-11,2021-07-06,01
4987,Male,41,AU,Premium,37,72,0.3,Desktop,0,1,1,Benjamin R. Harris,Classical,Password123!,2018-01-22,2018-05-28,01
4988,Male,23,UK,Family,297,20,0.26,Mobile,0,1,1,James Q. Lopez,Indie,Password123!,2023-01-22,2023-02-09,01
4989,Male,37,FR,Free,231,33,0.2,Desktop,17,0,0,Mateo E. Brown,Techno,Password123!,2021-09-08,2022-02-02,01
4990,Other,40,IN,Student,178,11,0.18,Desktop,0,1,0,Michael E. Smith,Hip Hop,Password123!,2024-01-26,2024-11-22,01
4991,Male,57,US,Family,280,30,0.14,Web,0,1,0,Noah Y. Perez,Metal,Password123!,2024-01-03,2024-12-14,01
4992,Other,36,UK,Student,254,73,0.24,Web,0,1,0,Levi B. Jackson,Jazz,Password123!,2024-10-12,2025-10-09,01
4993,Male,25,PK,Free,54,73,0.51,Desktop,45,0,1,Ethan I. Wilson,Metal,Password123!,2020-08-06,2021-05-29,01
4994,Other,57,AU,Free,276,11,0.25,Desktop,34,0,1,Jackson T. Garcia,K-Pop,Password123!,2018-07-13,2019-02-28,01
4995,Female,23,DE,Premium,230,18,0.1,Web,0,1,0,James E. Martinez,R&B,Password123!,2019-01-14,2019-09-06,01
4996,Other,43,IN,Free,252,94,0.07,Mobile,26,0,1,Mateo A. Taylor,Metal,Password123!,2024-11-25,2025-08-13,01
4997,Female,40,IN,Premium,136,36,0.24,Web,0,1,0,Levi P. Johnson,R&B,Password123!,2021-07-19,2021-11-02,01
4998,Female,16,AU,Family,163,71,0.49,Desktop,0,1,0,Theo X. Robinson,Techno,Password123!,2022-05-27,2022-09-11,01
4999,Female,21,CA,Premium,138,18,0.28,Mobile,0,1,0,Elijah J. Jackson,Techno,Password123!,2020-03-01,2021-03-24,01
5000,Female,24,UK,Student,179,25,0.31,Desktop,0,1,0,Logan Y. Lee,Country,Password123!,2022-02-03,2022-03-25,01
5001,Other,19,IN,Premium,230,82,0.26,Web,0,1,0,David Y. Anderson,Blues,Password123!,2022-12-12,2023-08-10,01
5002,Other,31,PK,Family,18,57,0.29,Mobile,0,1,1,Nathan M. Hernandez,Classical,Password123!,2019-05-23,2019-09-27,01
5003,Male,17,PK,Student,110,23,0.34,Mobile,0,1,0,Sebastian J. Jones,Pop,Password123!,2022-02-06,2022-09-24,01
5004,Male,59,DE,Premium,44,93,0.54,Desktop,0,1,0,David J. Thompson,Latin,Password123!,2021-08-01,2021-12-21,01
5005,Male,24,FR,Student,66,37,0.09,Desktop,0,1,0,Samuel X. Robinson,Country,Password123!,2021-09-14,2021-10-25,01
5006,Female,34,DE,Family,56,36,0.35,Mobile,0,1,0,David Z. Smith,Jazz,Password123!,2018-11-26,2019-10-30,01
5007,Male,21,DE,Premium,74,98,0.23,Web,0,1,1,Mateo F. Gonzalez,Hip Hop,Password123!,2018-06-05,2018-11-11,01
5008,Female,32,AU,Student,72,64,0.47,Desktop,0,1,0,James S. Rodriguez,Folk,Password123!,2020-09-14,2021-09-16,01
